,line,filename,entity,len,lineNo,email,url,phone,sigdelimiter,special,words,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioNB,lenRatio,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
90, note that this information is highly proprietary and should not be shared =,11.txt,no_entity,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,14,64.0,2,76,2,12,0,4,0,0,1,1,0.5714285714285714,0.6666666666666666,1.1875,0,1,0,0
91,"outside Enron Industrial Markets.  Additionally, if you have any further qu=",11.txt,no_entity,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,1,1,0,0,0,14,64.0,2,76,2,12,0,3,0,0,1,1,0.6428571428571429,0.75,1.1875,0,1,0,0
92,"estions, please feel free to forward them to me as Brendan Fitzsimmons supp=",11.txt,no_entity,76,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,1,1,0,0,0,14,64.0,2,76,2,12,0,2,0,0,1,1,0.7142857142857143,0.8333333333333334,1.1875,0,1,0,0
93,orts a very broad audience and may not be able to field the request.  Thank=,11.txt,no_entity,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,1,1,0,0,0,14,64.0,2,76,2,12,0,1,0,1,1,1,0.7857142857142857,0.9166666666666666,1.1875,0,1,0,0
94,s.,11.txt,no_entity,2,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,s,0,1,1,0,0,0,14,64.0,2,76,2,12,0,0,1,0,1,1,0.8571428571428571,1.0,0.03125,1,0,1,1
95,"Lisa,",110.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,1,1,0,0,1,7,148.0,5,425,4,3,1,2,0,0,1,1,0.14285714285714285,0.3333333333333333,0.033783783783783786,1,0,1,1
96,Mark is the one that is taking care of that CP and he is not in today.Sabrina Minnis is original coordinator and I asked if she had copies of the information for Hafslund and she replied that she gave it information to Mark Confer.  I'll leave him a note letting him know what you need. The Hafslund issue that I was working with is dealing with the month of Jan 2001. Let me know if I could be of any more assistance to you.,110.txt,no_entity,425,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,1,1,0,0,0,7,148.0,5,425,4,3,1,1,0,1,1,1,0.2857142857142857,0.6666666666666666,2.8716216216216215,0,1,0,0
97,Ka'Tina-,110.txt,signature,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,K,0,1,1,0,0,1,7,148.0,5,425,4,3,1,0,1,0,1,1,0.42857142857142855,1.0,0.05405405405405406,1,0,1,1
98,Both for all of Dec and or any day that has discrepancy.,111.txt,no_entity,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,6,24.0,7,56,3,3,1,2,0,0,1,1,0.16666666666666666,0.3333333333333333,2.3333333333333335,0,1,0,0
99,Thanks!,111.txt,no_entity,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,6,24.0,7,56,3,3,1,1,0,1,1,1,0.3333333333333333,0.6666666666666666,0.2916666666666667,1,0,1,1
100,lisa,111.txt,signature,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l,0,1,0,0,0,0,6,24.0,7,56,3,3,1,0,1,0,1,1,0.5,1.0,0.16666666666666666,1,0,1,1
101,"Lisa,",112.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L,0,1,1,0,0,1,6,36.0,5,90,3,3,1,2,0,0,1,1,0.16666666666666666,0.3333333333333333,0.1388888888888889,1,0,1,1
102,	DO you need the detail the Enron has for Hafslund or the detail from Hasfslund or Dec 01?,112.txt,no_entity,90,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,6,36.0,5,90,3,3,1,1,0,1,1,1,0.3333333333333333,0.6666666666666666,2.5,0,1,0,0
103,Ka'Tina,112.txt,signature,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,1,0,0,1,6,36.0,5,90,3,3,1,0,1,0,1,1,0.5,1.0,0.19444444444444445,1,0,1,1
104,	john.lavorato@enron.com,113.txt,no_entity,24,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,12,113.0,10,528,5,7,2,6,0,0,0,1,0.08333333333333333,0.14285714285714285,0.21238938053097345,1,0,1,1
105,	kathy.reeves@enron.com,113.txt,no_entity,23,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,12,113.0,10,528,5,7,2,5,0,0,0,1,0.16666666666666666,0.2857142857142857,0.20353982300884957,1,0,1,1
106,	kathy.reeves@enron.com,113.txt,no_entity,23,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,12,113.0,10,528,5,7,2,4,0,0,1,1,0.25,0.42857142857142855,0.20353982300884957,1,0,1,1
107,"My apologies if this has been done, but I'm in process of assembling list of products that UBS will be trading.  If this list has been compiled, please direct it to me.  ",113.txt,no_entity,170,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,1,1,0,0,0,12,113.0,10,528,5,7,2,3,0,0,1,1,0.3333333333333333,0.5714285714285714,1.5044247787610618,0,1,0,0
108,"I'm interested in getting the greatest granularity possible breaking it out by VaR portfolio name, trader, trading book, commodity, instrument, location, tenor, relative liquidity for each instrument expressed in contract/day (i.e. could impact holding period for VAR) and best risk mitigator.  (Regarding best risk mitigator, I'm not looking for liquidating position comments, but rather best hedge given curve location.)  This will help in directing correlation efforts for VAR.  See attached spreadsheet for suggested format.",113.txt,no_entity,528,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,12,113.0,10,528,5,7,2,2,0,0,1,1,0.4166666666666667,0.7142857142857143,4.672566371681416,0,1,0,0
109,"Thanks,",113.txt,signature,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,12,113.0,10,528,5,7,2,1,0,1,1,1,0.5,0.8571428571428571,0.061946902654867256,1,0,1,1
110,Frank,113.txt,signature,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,1,12,113.0,10,528,5,7,2,0,1,0,1,1,0.5833333333333334,1.0,0.04424778761061947,1,0,1,1
111,	rick.buy@enron.com,114.txt,no_entity,19,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,4,113.0,19,300,1,3,0,2,0,0,1,1,0.25,0.3333333333333333,0.168141592920354,1,0,1,1
112,	rick.buy@enron.com,114.txt,no_entity,19,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,4,113.0,19,300,1,3,0,1,0,1,1,1,0.5,0.6666666666666666,0.168141592920354,1,0,1,1
113,"Holly:  The instructions for access to ECN 2886 provided by Sharon Sullo should remain in effect and Sharon and myself are now the authorized approvers of access authority.  These changes were authorized by Rick Buy, Chief Risk Officer.  Please call me if you have questions.  Regards!    Rick Carson",114.txt,no_entity,300,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,0,4,113.0,19,300,1,3,0,0,1,0,1,1,0.75,1.0,2.6548672566371683,0,1,0,0
114,Reservation status has changed to RECEIVED. See attachment.,115.txt,no_entity,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,56,0,0,0,0,0.01694915254237288,0.017543859649122806,2.36,0,1,0,0
115,ASSIGNMENT_REF = 30857,115.txt,no_entity,22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,59,25.0,11,59,2,57,0,55,0,0,0,0,0.03389830508474576,0.03508771929824561,0.88,1,0,0,0
116,SELLER_CODE = AZPS,115.txt,no_entity,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,54,0,0,0,0,0.05084745762711865,0.05263157894736842,0.72,1,0,1,0
117,SELLER_DUNS = 958982563,115.txt,no_entity,23,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,53,0,0,0,0,0.06779661016949153,0.07017543859649122,0.92,1,0,0,0
118,CUSTOMER_CODE = EPMI  ,115.txt,no_entity,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,52,0,0,0,0,0.0847457627118644,0.08771929824561403,0.88,1,0,0,0
119,CUSTOMER_DUNS = 848921276,115.txt,no_entity,25,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,51,0,0,0,0,0.1016949152542373,0.10526315789473684,1.0,1,0,0,0
120,AFFILIATE_FLAG = 0,115.txt,no_entity,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,59,25.0,11,59,2,57,0,50,0,0,0,0,0.11864406779661017,0.12280701754385964,0.72,1,0,1,0
121,PATH_NAME = W/AZPS/AZPS-AZPS/FOURCORNE345 - PNPKAPS230//,115.txt,no_entity,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,49,0,0,0,0,0.13559322033898305,0.14035087719298245,2.24,0,1,0,0
122,POINT_OF_RECEIPT = FOURCORNE345,115.txt,no_entity,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,48,0,0,0,0,0.15254237288135594,0.15789473684210525,1.24,0,1,0,0
123,POINT_OF_DELIVERY = PNPKAPS230,115.txt,no_entity,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,47,0,0,0,0,0.1694915254237288,0.17543859649122806,1.2,0,1,0,0
124,SOURCE = FOURCORNERS3,115.txt,no_entity,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,46,0,0,0,0,0.1864406779661017,0.19298245614035087,0.84,1,0,0,0
125,SINK = PNPK,115.txt,no_entity,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,45,0,0,0,0,0.2033898305084746,0.21052631578947367,0.44,1,0,1,1
126,CAPACITY = 25,115.txt,no_entity,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,44,0,0,0,0,0.22033898305084745,0.22807017543859648,0.52,1,0,1,0
127,CAPACITY_REQUESTED = 25,115.txt,no_entity,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,43,0,0,0,0,0.23728813559322035,0.24561403508771928,0.92,1,0,0,0
128,SERVICE_INCREMENT = HOURLY,115.txt,no_entity,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,42,0,0,0,0,0.2542372881355932,0.2631578947368421,1.04,0,1,0,0
129,TS_CLASS = FIRM,115.txt,no_entity,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,41,0,0,0,0,0.2711864406779661,0.2807017543859649,0.6,1,0,1,0
130,TS_TYPE = POINT_TO_POINT,115.txt,no_entity,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,40,0,0,0,0,0.288135593220339,0.2982456140350877,0.96,1,0,0,0
131,TS_PERIOD = OFF_PEAK,115.txt,no_entity,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,39,0,0,0,0,0.3050847457627119,0.3157894736842105,0.8,1,0,0,0
132,TS_WINDOW = FIXED,115.txt,no_entity,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,38,0,0,0,0,0.3220338983050847,0.3333333333333333,0.68,1,0,1,0
133,TS_SUBCLASS = WHEEL,115.txt,no_entity,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,37,0,0,0,0,0.3389830508474576,0.3508771929824561,0.76,1,0,0,0
134,NERC_CURTAILMENT_PRIORITY = Nerc Priority 1,115.txt,no_entity,43,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,0,59,25.0,11,59,2,57,0,36,0,0,0,0,0.3559322033898305,0.3684210526315789,1.72,0,1,0,0
135,OTHER_CURTAILMENT_PRIORITY = Default,115.txt,no_entity,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,0,59,25.0,11,59,2,57,0,35,0,0,0,0,0.3728813559322034,0.38596491228070173,1.44,0,1,0,0
136,START_TIME = 06/18/2002,115.txt,no_entity,23,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,34,0,0,0,0,0.3898305084745763,0.40350877192982454,0.92,1,0,0,0
137,STOP_TIME = 06/18/2002,115.txt,no_entity,22,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,33,0,0,0,0,0.4067796610169492,0.42105263157894735,0.88,1,0,0,0
138,CEILING_PRICE = 3.13,115.txt,no_entity,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,32,0,0,0,0,0.423728813559322,0.43859649122807015,0.8,1,0,0,0
139,OFFER_PRICE = 3.13,115.txt,no_entity,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,0,59,25.0,11,59,2,57,0,31,0,0,0,0,0.4406779661016949,0.45614035087719296,0.72,1,0,1,0
140,BID_PRICE = 3.13,115.txt,no_entity,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,59,25.0,11,59,2,57,0,30,0,0,0,0,0.4576271186440678,0.47368421052631576,0.64,1,0,1,0
141,PRICE_UNITS = $/mW  ,115.txt,no_entity,20,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,29,0,0,0,0,0.4745762711864407,0.49122807017543857,0.8,1,0,0,0
142,PRECONFIRMED = YES,115.txt,no_entity,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,28,0,0,0,0,0.4915254237288136,0.5087719298245614,0.72,1,0,1,0
143,ANC_SVC_LINK = N/A,115.txt,no_entity,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,0,1,1,0,0,0,59,25.0,11,59,2,57,0,27,0,0,0,0,0.5084745762711864,0.5263157894736842,0.72,1,0,1,0
144,ANC_SVC_REQ = N/A,115.txt,no_entity,17,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,0,1,1,0,0,0,59,25.0,11,59,2,57,0,26,0,0,0,0,0.5254237288135594,0.543859649122807,0.68,1,0,1,0
145,POSTING_REF = 0,115.txt,no_entity,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,25,0,0,0,0,0.5423728813559322,0.5614035087719298,0.6,1,0,1,0
146,SALE_REF = ,115.txt,no_entity,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,24,0,0,0,0,0.559322033898305,0.5789473684210527,0.44,1,0,1,1
147,REQUEST_REF = ,115.txt,no_entity,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,23,0,0,0,0,0.576271186440678,0.5964912280701754,0.56,1,0,1,0
148,DEAL_REF = ,115.txt,no_entity,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,59,25.0,11,59,2,57,0,22,0,0,0,0,0.5932203389830508,0.6140350877192983,0.44,1,0,1,1
149,NEGOTIATED_PRICE_FLAG = ,115.txt,no_entity,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,0,59,25.0,11,59,2,57,0,21,0,0,0,0,0.6101694915254238,0.631578947368421,0.96,1,0,0,0
150,STATUS = CONFIRMED,115.txt,no_entity,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,20,0,0,0,0,0.6271186440677966,0.6491228070175439,0.72,1,0,1,0
151,STATUS_NOTIFICATION = lisa.gang@enron.com,115.txt,no_entity,41,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,19,0,0,0,0,0.6440677966101694,0.6666666666666666,1.64,0,1,0,0
152,STATUS_COMMENTS = ,115.txt,no_entity,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,18,0,0,0,0,0.6610169491525424,0.6842105263157895,0.72,1,0,1,0
153,TIME_QUEUED = 06/17/2002,115.txt,no_entity,24,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,17,0,0,0,0,0.6779661016949152,0.7017543859649122,0.96,1,0,0,0
154,RESPONSE_TIME_LIMIT = ,115.txt,no_entity,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,16,0,0,0,0,0.6949152542372882,0.7192982456140351,0.88,1,0,0,0
155,TIME_OF_LAST_UPDATE = 06/17/2002,115.txt,no_entity,32,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,59,25.0,11,59,2,57,0,15,0,0,0,0,0.711864406779661,0.7368421052631579,1.28,0,1,0,0
156,PRIMARY_PROVIDER_COMMENTS = ,115.txt,no_entity,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,59,25.0,11,59,2,57,0,14,0,0,0,0,0.7288135593220338,0.7543859649122807,1.12,0,1,0,0
157,SELLER_COMMENTS = ,115.txt,no_entity,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,13,0,0,0,0,0.7457627118644068,0.7719298245614035,0.72,1,0,1,0
158,CUSTOMER_COMMENTS = for info call (503)464-5070,115.txt,no_entity,47,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,12,0,0,0,0,0.7627118644067796,0.7894736842105263,1.88,0,1,0,0
159,SELLER_NAME = AZPS,115.txt,no_entity,18,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,11,0,0,0,0,0.7796610169491526,0.8070175438596491,0.72,1,0,1,0
160,SELLER_PHONE = 602.250.1128,115.txt,no_entity,27,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,10,0,0,0,1,0.7966101694915254,0.8245614035087719,1.08,0,1,0,0
161,SELLER_FAX = 602.250.1155,115.txt,no_entity,25,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,9,0,0,0,1,0.8135593220338984,0.8421052631578947,1.0,1,0,0,0
162,SELLER_EMAIL = oasisadm@apsc.com,115.txt,no_entity,32,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,59,25.0,11,59,2,57,0,8,0,0,0,1,0.8305084745762712,0.8596491228070176,1.28,0,1,0,0
163,"CUSTOMER_NAME = Enron Power Marketing, Inc.",115.txt,no_entity,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,7,0,0,0,1,0.847457627118644,0.8771929824561403,1.72,0,1,0,0
164,CUSTOMER_PHONE = (713)853-3801,115.txt,no_entity,30,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,6,0,0,0,1,0.864406779661017,0.8947368421052632,1.2,0,1,0,0
165,CUSTOMER_FAX = (713)646-8272,115.txt,no_entity,28,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,5,0,0,0,1,0.8813559322033898,0.9122807017543859,1.12,0,1,0,0
166,CUSTOMER_EMAIL = bill.rust@enron.com,115.txt,no_entity,36,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,59,25.0,11,59,2,57,0,4,0,0,1,1,0.8983050847457628,0.9298245614035088,1.44,0,1,0,0
167,REASSIGNED_REF = 0,115.txt,no_entity,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,3,0,0,1,1,0.9152542372881356,0.9473684210526315,0.72,1,0,1,0
168,REASSIGNED_CAPACITY = 0,115.txt,no_entity,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,2,0,0,1,1,0.9322033898305084,0.9649122807017544,0.92,1,0,0,0
169,REASSIGNED_START_TIME = ,115.txt,no_entity,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,1,0,1,1,1,0.9491525423728814,0.9824561403508771,0.96,1,0,0,0
170,REASSIGNED_STOP_TIME =,115.txt,no_entity,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,0,59,25.0,11,59,2,57,0,0,1,0,1,1,0.9661016949152542,1.0,0.88,1,0,0,0
171,"John,",116.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,J,0,1,1,0,0,1,18,37.0,5,76,6,12,5,11,0,0,0,0,0.05555555555555555,0.08333333333333333,0.13513513513513514,1,0,1,1
172,Attached is a spreadsheet that outlines the transactions with the Power Pool,116.txt,no_entity,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,18,37.0,5,76,6,12,5,10,0,0,0,1,0.1111111111111111,0.16666666666666666,2.054054054054054,0,1,0,0
173,"today, specifically the $6.95 M that will be withheld as a security deposit",116.txt,no_entity,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,18,37.0,5,76,6,12,5,9,0,0,0,1,0.16666666666666666,0.25,2.027027027027027,0,1,0,0
174,"for Enron Canada Power Corp.  If you have any questions or concerns, please",116.txt,no_entity,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,1,1,0,0,0,18,37.0,5,76,6,12,5,8,0,0,0,1,0.2222222222222222,0.3333333333333333,2.027027027027027,0,1,0,0
175,give me a call.,116.txt,no_entity,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g,0,1,1,0,0,0,18,37.0,5,76,6,12,5,7,0,0,0,1,0.2777777777777778,0.4166666666666667,0.40540540540540543,1,0,1,1
176, <<Enron Security Jan 29 2002.xls>>,116.txt,no_entity,35,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,18,37.0,5,76,6,12,5,6,0,0,0,1,0.3333333333333333,0.5,0.9459459459459459,1,0,0,0
177,Carol Moline,116.txt,signature,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,0,0,0,1,18,37.0,5,76,6,12,5,5,0,0,0,1,0.3888888888888889,0.5833333333333334,0.32432432432432434,1,0,1,1
178,Financial Controller,116.txt,signature,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,1,18,37.0,5,76,6,12,5,4,0,0,1,1,0.4444444444444444,0.6666666666666666,0.5405405405405406,1,0,1,0
179,Power Pool of Alberta,116.txt,signature,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,18,37.0,5,76,6,12,5,3,0,0,1,1,0.5,0.75,0.5675675675675675,1,0,1,0
180,(403) 233-4686,116.txt,signature,14,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,(,0,1,1,0,0,0,18,37.0,5,76,6,12,5,2,0,0,1,1,0.5555555555555556,0.8333333333333334,0.3783783783783784,1,0,1,1
181,carol.moline@powerpool.ab.ca,116.txt,signature,28,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,18,37.0,5,76,6,12,5,1,0,1,1,1,0.6111111111111112,0.9166666666666666,0.7567567567567568,1,0,0,0
182, - Enron Security Jan 29 2002.xls ,116.txt,no_entity,34,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,18,37.0,5,76,6,12,5,0,1,0,1,1,0.6666666666666666,1.0,0.918918918918919,1,0,0,0
183,"	w..delainey@enron.com, james.derrick@enron.com, ",117.txt,no_entity,49,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,27,44.0,8,124,4,23,8,22,0,0,0,0,0.037037037037037035,0.043478260869565216,1.1136363636363635,0,1,0,0
184,"	janet.dietrich@enron.com, jim.fallon@enron.com, ",117.txt,no_entity,49,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,27,44.0,8,124,4,23,8,21,0,0,0,0,0.07407407407407407,0.08695652173913043,1.1136363636363635,0,1,0,0
185,"	e..haedicke@enron.com, stanley.horton@enron.com, a..hughes@enron.com, ",117.txt,no_entity,71,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,27,44.0,8,124,4,23,8,20,0,0,0,0,0.1111111111111111,0.13043478260869565,1.6136363636363635,0,1,0,0
186,"	mark.koenig@enron.com, greg.whalley@enron.com",117.txt,no_entity,46,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,27,44.0,8,124,4,23,8,19,0,0,0,0,0.14814814814814814,0.17391304347826086,1.0454545454545454,0,1,0,0
187,"	janette.elbertson@enron.com, laura.gutierrez@enron.com, ",117.txt,no_entity,57,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,27,44.0,8,124,4,23,8,18,0,0,0,0,0.18518518518518517,0.21739130434782608,1.2954545454545454,0,1,0,0
